observed_at,station_id,demand
2026-07-26 03:15:00-05:00,07111,354
2026-07-26 03:15:00-05:00,09000,89
2026-07-26 03:15:00-05:00,09122,48
2026-07-26 03:15:00-05:00,10009,142
2026-07-26 03:30:00-05:00,02300,49
2026-07-26 03:30:00-05:00,03000,83
2026-07-26 03:30:00-05:00,05000,107
2026-07-26 03:30:00-05:00,05100,238
2026-07-26 03:30:00-05:00,06000,222
2026-07-26 03:30:00-05:00,06111,32
2026-07-26 03:30:00-05:00,07105,89
2026-07-26 03:30:00-05:00,07107,53
2026-07-26 03:30:00-05:00,07111,366
2026-07-26 03:30:00-05:00,09000,127
2026-07-26 03:30:00-05:00,09122,59
2026-07-26 03:30:00-05:00,10009,117
2026-07-26 03:45:00-05:00,02300,50
2026-07-26 03:45:00-05:00,03000,59
2026-07-26 03:45:00-05:00,05000,193
2026-07-26 03:45:00-05:00,05100,275
2026-07-26 03:45:00-05:00,06000,198
2026-07-26 03:45:00-05:00,06111,33
2026-07-26 03:45:00-05:00,07105,79
2026-07-26 03:45:00-05:00,07107,41
2026-07-26 03:45:00-05:00,07111,347
2026-07-26 03:45:00-05:00,09000,165
2026-07-26 03:45:00-05:00,09122,46
2026-07-26 03:45:00-05:00,10009,128
2026-07-26 04:00:00-05:00,02300,56
2026-07-26 04:00:00-05:00,03000,105
2026-07-26 04:00:00-05:00,05000,155
2026-07-26 04:00:00-05:00,05100,212
2026-07-26 04:00:00-05:00,06000,210
2026-07-26 04:00:00-05:00,06111,41
2026-07-26 04:00:00-05:00,07105,104
2026-07-26 04:00:00-05:00,07107,38
2026-07-26 04:00:00-05:00,07111,455
2026-07-26 04:00:00-05:00,09000,205
2026-07-26 04:00:00-05:00,09122,44
2026-07-26 04:00:00-05:00,10009,82
2026-07-26 04:15:00-05:00,02300,47
2026-07-26 04:15:00-05:00,03000,91
2026-07-26 04:15:00-05:00,05000,276
2026-07-26 04:15:00-05:00,05100,338
2026-07-26 04:15:00-05:00,06000,261
2026-07-26 04:15:00-05:00,06111,66
2026-07-26 04:15:00-05:00,07105,108
2026-07-26 04:15:00-05:00,07107,50
2026-07-26 04:15:00-05:00,07111,419
2026-07-26 04:15:00-05:00,09000,212
2026-07-26 04:15:00-05:00,09122,42
2026-07-26 04:15:00-05:00,10009,123
2026-07-26 04:30:00-05:00,02300,77
2026-07-26 04:30:00-05:00,03000,140
2026-07-26 04:30:00-05:00,05000,395
2026-07-26 04:30:00-05:00,05100,410
2026-07-26 04:30:00-05:00,06000,248
2026-07-26 04:30:00-05:00,06111,49
2026-07-26 04:30:00-05:00,07105,86
2026-07-26 04:30:00-05:00,07107,59
2026-07-26 04:30:00-05:00,07111,484
2026-07-26 04:30:00-05:00,09000,305
2026-07-26 04:30:00-05:00,09122,70
2026-07-26 04:30:00-05:00,10009,128
2026-07-26 04:45:00-05:00,02300,51
2026-07-26 04:45:00-05:00,03000,181
2026-07-26 04:45:00-05:00,05000,434
2026-07-26 04:45:00-05:00,05100,455
2026-07-26 04:45:00-05:00,06000,286
2026-07-26 04:45:00-05:00,06111,55
2026-07-26 04:45:00-05:00,07105,113
2026-07-26 04:45:00-05:00,07107,57
2026-07-26 04:45:00-05:00,07111,653
2026-07-26 04:45:00-05:00,09000,413
2026-07-26 04:45:00-05:00,09122,60
2026-07-26 04:45:00-05:00,10009,117
2026-07-26 05:00:00-05:00,02300,83
2026-07-26 05:00:00-05:00,03000,186
2026-07-26 05:00:00-05:00,05000,481
2026-07-26 05:00:00-05:00,05100,588
2026-07-26 05:00:00-05:00,06000,374
2026-07-26 05:00:00-05:00,06111,63
2026-07-26 05:00:00-05:00,07105,121
2026-07-26 05:00:00-05:00,07107,80
2026-07-26 05:00:00-05:00,07111,733
2026-07-26 05:00:00-05:00,09000,485
2026-07-26 05:00:00-05:00,09122,75
2026-07-26 05:00:00-05:00,10009,92
2026-07-26 05:15:00-05:00,02300,79
2026-07-26 05:15:00-05:00,03000,328
2026-07-26 05:15:00-05:00,05000,670
2026-07-26 05:15:00-05:00,05100,648
2026-07-26 05:15:00-05:00,06000,333
2026-07-26 05:15:00-05:00,06111,78
2026-07-26 05:15:00-05:00,07105,94
2026-07-26 05:15:00-05:00,07107,114
2026-07-26 05:15:00-05:00,07111,844
2026-07-26 05:15:00-05:00,09000,470
2026-07-26 05:15:00-05:00,09122,95
2026-07-26 05:15:00-05:00,10009,106
2026-07-26 05:30:00-05:00,02300,80
2026-07-26 05:30:00-05:00,03000,396
2026-07-26 05:30:00-05:00,05000,1010
2026-07-26 05:30:00-05:00,05100,705
2026-07-26 05:30:00-05:00,06000,551
2026-07-26 05:30:00-05:00,06111,89
2026-07-26 05:30:00-05:00,07105,114
2026-07-26 05:30:00-05:00,07107,120
2026-07-26 05:30:00-05:00,07111,789
2026-07-26 05:30:00-05:00,09000,614
2026-07-26 05:30:00-05:00,09122,88
2026-07-26 05:30:00-05:00,10009,115
2026-07-26 05:45:00-05:00,02300,96
2026-07-26 05:45:00-05:00,03000,483
2026-07-26 05:45:00-05:00,05000,858
2026-07-26 05:45:00-05:00,05100,655
2026-07-26 05:45:00-05:00,06000,544
2026-07-26 05:45:00-05:00,06111,76
2026-07-26 05:45:00-05:00,07105,95
2026-07-26 05:45:00-05:00,07107,95
2026-07-26 05:45:00-05:00,07111,977
2026-07-26 05:45:00-05:00,09000,592
2026-07-26 05:45:00-05:00,09122,102
2026-07-26 05:45:00-05:00,10009,113
2026-07-26 06:00:00-05:00,02300,94
2026-07-26 06:00:00-05:00,03000,537
2026-07-26 06:00:00-05:00,05000,1154
2026-07-26 06:00:00-05:00,05100,779
2026-07-26 06:00:00-05:00,06000,451
2026-07-26 06:00:00-05:00,06111,93
2026-07-26 06:00:00-05:00,07105,101
2026-07-26 06:00:00-05:00,07107,134
2026-07-26 06:00:00-05:00,07111,1354
2026-07-26 06:00:00-05:00,09000,638
2026-07-26 06:00:00-05:00,09122,137
2026-07-26 06:00:00-05:00,10009,130
2026-07-26 06:15:00-05:00,02300,158
2026-07-26 06:15:00-05:00,03000,758
2026-07-26 06:15:00-05:00,05000,870
2026-07-26 06:15:00-05:00,05100,676
2026-07-26 06:15:00-05:00,06000,602
2026-07-26 06:15:00-05:00,06111,133
2026-07-26 06:15:00-05:00,07105,134
2026-07-26 06:15:00-05:00,07107,193
2026-07-26 06:15:00-05:00,07111,1142
2026-07-26 06:15:00-05:00,09000,622
2026-07-26 06:15:00-05:00,09122,158
2026-07-26 06:15:00-05:00,10009,125
2026-07-26 06:30:00-05:00,02300,161
2026-07-26 06:30:00-05:00,03000,732
2026-07-26 06:30:00-05:00,05000,957
2026-07-26 06:30:00-05:00,05100,779
2026-07-26 06:30:00-05:00,06000,909
2026-07-26 06:30:00-05:00,06111,140
2026-07-26 06:30:00-05:00,07105,139
2026-07-26 06:30:00-05:00,07107,190
2026-07-26 06:30:00-05:00,07111,1502
2026-07-26 06:30:00-05:00,09000,583
2026-07-26 06:30:00-05:00,09122,191
2026-07-26 06:30:00-05:00,10009,122
2026-07-26 06:45:00-05:00,02300,217
2026-07-26 06:45:00-05:00,03000,676
2026-07-26 06:45:00-05:00,05000,1187
2026-07-26 06:45:00-05:00,05100,1093
2026-07-26 06:45:00-05:00,06000,956
2026-07-26 06:45:00-05:00,06111,132
2026-07-26 06:45:00-05:00,07105,114
2026-07-26 06:45:00-05:00,07107,192
2026-07-26 06:45:00-05:00,07111,1450
2026-07-26 06:45:00-05:00,09000,573
2026-07-26 06:45:00-05:00,09122,245
2026-07-26 06:45:00-05:00,10009,75
2026-07-26 07:00:00-05:00,02300,279
2026-07-26 07:00:00-05:00,03000,865
2026-07-26 07:00:00-05:00,05000,826
2026-07-26 07:00:00-05:00,05100,1352
2026-07-26 07:00:00-05:00,06000,1264
2026-07-26 07:00:00-05:00,06111,175
2026-07-26 07:00:00-05:00,07105,118
2026-07-26 07:00:00-05:00,07107,237
2026-07-26 07:00:00-05:00,07111,1220
2026-07-26 07:00:00-05:00,09000,512
2026-07-26 07:00:00-05:00,09122,236
2026-07-26 07:00:00-05:00,10009,118
2026-07-26 07:15:00-05:00,02300,298
2026-07-26 07:15:00-05:00,03000,665
2026-07-26 07:15:00-05:00,05000,822
2026-07-26 07:15:00-05:00,05100,1323
2026-07-26 07:15:00-05:00,06000,1448
2026-07-26 07:15:00-05:00,06111,144
2026-07-26 07:15:00-05:00,07105,112
2026-07-26 07:15:00-05:00,07107,217
2026-07-26 07:15:00-05:00,07111,1413
2026-07-26 07:15:00-05:00,09000,340
2026-07-26 07:15:00-05:00,09122,208
2026-07-26 07:15:00-05:00,10009,155
2026-07-26 07:30:00-05:00,02300,315
2026-07-26 07:30:00-05:00,03000,715
2026-07-26 07:30:00-05:00,05000,617
2026-07-26 07:30:00-05:00,05100,1036
2026-07-26 07:30:00-05:00,06000,825
2026-07-26 07:30:00-05:00,06111,207
2026-07-26 07:30:00-05:00,07105,92
2026-07-26 07:30:00-05:00,07107,251
2026-07-26 07:30:00-05:00,07111,1206
2026-07-26 07:30:00-05:00,09000,420
2026-07-26 07:30:00-05:00,09122,295
2026-07-26 07:30:00-05:00,10009,140
2026-07-26 07:45:00-05:00,02300,296
2026-07-26 07:45:00-05:00,03000,540
2026-07-26 07:45:00-05:00,05000,709
2026-07-26 07:45:00-05:00,05100,821
2026-07-26 07:45:00-05:00,06000,1102
2026-07-26 07:45:00-05:00,06111,204
2026-07-26 07:45:00-05:00,07105,101
2026-07-26 07:45:00-05:00,07107,234
2026-07-26 07:45:00-05:00,07111,1385
2026-07-26 07:45:00-05:00,09000,299
2026-07-26 07:45:00-05:00,09122,324
2026-07-26 07:45:00-05:00,10009,114
2026-07-26 08:00:00-05:00,02300,413
2026-07-26 08:00:00-05:00,03000,441
2026-07-26 08:00:00-05:00,05000,530
2026-07-26 08:00:00-05:00,05100,994
2026-07-26 08:00:00-05:00,06000,861
2026-07-26 08:00:00-05:00,06111,210
2026-07-26 08:00:00-05:00,07105,145
2026-07-26 08:00:00-05:00,07107,200
2026-07-26 08:00:00-05:00,07111,992
2026-07-26 08:00:00-05:00,09000,242
2026-07-26 08:00:00-05:00,09122,303
2026-07-26 08:00:00-05:00,10009,129
2026-07-26 08:15:00-05:00,02300,333
2026-07-26 08:15:00-05:00,03000,467
2026-07-26 08:15:00-05:00,05000,374
2026-07-26 08:15:00-05:00,05100,959
2026-07-26 08:15:00-05:00,06000,786
2026-07-26 08:15:00-05:00,06111,201
2026-07-26 08:15:00-05:00,07105,142
2026-07-26 08:15:00-05:00,07107,186
2026-07-26 08:15:00-05:00,07111,656
2026-07-26 08:15:00-05:00,09000,206
2026-07-26 08:15:00-05:00,09122,376
2026-07-26 08:15:00-05:00,10009,134
2026-07-26 08:30:00-05:00,02300,299
2026-07-26 08:30:00-05:00,03000,284
2026-07-26 08:30:00-05:00,05000,308
2026-07-26 08:30:00-05:00,05100,883
2026-07-26 08:30:00-05:00,06000,842
2026-07-26 08:30:00-05:00,06111,201
2026-07-26 08:30:00-05:00,07105,121
2026-07-26 08:30:00-05:00,07107,243
2026-07-26 08:30:00-05:00,07111,729
2026-07-26 08:30:00-05:00,09000,158
2026-07-26 08:30:00-05:00,09122,266
2026-07-26 08:30:00-05:00,10009,146
2026-07-26 08:45:00-05:00,02300,389
2026-07-26 08:45:00-05:00,03000,292
2026-07-26 08:45:00-05:00,05000,272
2026-07-26 08:45:00-05:00,05100,738
2026-07-26 08:45:00-05:00,06000,609
2026-07-26 08:45:00-05:00,06111,204
2026-07-26 08:45:00-05:00,07105,158
2026-07-26 08:45:00-05:00,07107,253
2026-07-26 08:45:00-05:00,07111,711
2026-07-26 08:45:00-05:00,09000,138
2026-07-26 08:45:00-05:00,09122,286
2026-07-26 08:45:00-05:00,10009,132
2026-07-26 09:00:00-05:00,02300,397
2026-07-26 09:00:00-05:00,03000,260
2026-07-26 09:00:00-05:00,05000,179
2026-07-26 09:00:00-05:00,05100,618
2026-07-26 09:00:00-05:00,06000,629
2026-07-26 09:00:00-05:00,06111,204
2026-07-26 09:00:00-05:00,07105,122
2026-07-26 09:00:00-05:00,07107,212
2026-07-26 09:00:00-05:00,07111,490
2026-07-26 09:00:00-05:00,09000,124
2026-07-26 09:00:00-05:00,09122,240
2026-07-26 09:00:00-05:00,10009,198
2026-07-26 09:15:00-05:00,02300,330
2026-07-26 09:15:00-05:00,03000,203
2026-07-26 09:15:00-05:00,05000,154
2026-07-26 09:15:00-05:00,05100,617
2026-07-26 09:15:00-05:00,06000,630
2026-07-26 09:15:00-05:00,06111,205
2026-07-26 09:15:00-05:00,07105,161
2026-07-26 09:15:00-05:00,07107,184
2026-07-26 09:15:00-05:00,07111,505
2026-07-26 09:15:00-05:00,09000,90
2026-07-26 09:15:00-05:00,09122,198
2026-07-26 09:15:00-05:00,10009,216
2026-07-26 09:30:00-05:00,02300,212
2026-07-26 09:30:00-05:00,03000,134
2026-07-26 09:30:00-05:00,05000,142
2026-07-26 09:30:00-05:00,05100,449
2026-07-26 09:30:00-05:00,06000,482
2026-07-26 09:30:00-05:00,06111,132
2026-07-26 09:30:00-05:00,07105,180
2026-07-26 09:30:00-05:00,07107,179
2026-07-26 09:30:00-05:00,07111,319
2026-07-26 09:30:00-05:00,09000,63
2026-07-26 09:30:00-05:00,09122,139
2026-07-26 09:30:00-05:00,10009,204
2026-07-26 09:45:00-05:00,02300,200
2026-07-26 09:45:00-05:00,03000,124
2026-07-26 09:45:00-05:00,05000,153
2026-07-26 09:45:00-05:00,05100,410
2026-07-26 09:45:00-05:00,06000,388
2026-07-26 09:45:00-05:00,06111,209
2026-07-26 09:45:00-05:00,07105,268
2026-07-26 09:45:00-05:00,07107,196
2026-07-26 09:45:00-05:00,07111,334
2026-07-26 09:45:00-05:00,09000,72
2026-07-26 09:45:00-05:00,09122,200
2026-07-26 09:45:00-05:00,10009,243
2026-07-26 10:00:00-05:00,02300,232
2026-07-26 10:00:00-05:00,03000,82
2026-07-26 10:00:00-05:00,05000,109
2026-07-26 10:00:00-05:00,05100,431
2026-07-26 10:00:00-05:00,06000,258
2026-07-26 10:00:00-05:00,06111,194
2026-07-26 10:00:00-05:00,07105,199
2026-07-26 10:00:00-05:00,07107,211
2026-07-26 10:00:00-05:00,07111,294
2026-07-26 10:00:00-05:00,09000,75
2026-07-26 10:00:00-05:00,09122,92
2026-07-26 10:00:00-05:00,10009,262
2026-07-26 10:15:00-05:00,02300,122
2026-07-26 10:15:00-05:00,03000,81
2026-07-26 10:15:00-05:00,05000,129
2026-07-26 10:15:00-05:00,05100,274
2026-07-26 10:15:00-05:00,06000,309
2026-07-26 10:15:00-05:00,06111,182
2026-07-26 10:15:00-05:00,07105,277
2026-07-26 10:15:00-05:00,07107,184
2026-07-26 10:15:00-05:00,07111,337
2026-07-26 10:15:00-05:00,09000,60
2026-07-26 10:15:00-05:00,09122,88
2026-07-26 10:15:00-05:00,10009,276
2026-07-26 10:30:00-05:00,02300,110
2026-07-26 10:30:00-05:00,03000,84
2026-07-26 10:30:00-05:00,05000,111
2026-07-26 10:30:00-05:00,05100,303
2026-07-26 10:30:00-05:00,06000,313
2026-07-26 10:30:00-05:00,06111,168
2026-07-26 10:30:00-05:00,07105,203
2026-07-26 10:30:00-05:00,07107,250
2026-07-26 10:30:00-05:00,07111,291
2026-07-26 10:30:00-05:00,09000,68
2026-07-26 10:30:00-05:00,09122,94
2026-07-26 10:30:00-05:00,10009,326
2026-07-26 10:45:00-05:00,02300,114
2026-07-26 10:45:00-05:00,03000,72
2026-07-26 10:45:00-05:00,05000,103
2026-07-26 10:45:00-05:00,05100,196
2026-07-26 10:45:00-05:00,06000,265
2026-07-26 10:45:00-05:00,06111,223
2026-07-26 10:45:00-05:00,07105,248
2026-07-26 10:45:00-05:00,07107,250
2026-07-26 10:45:00-05:00,07111,287
2026-07-26 10:45:00-05:00,09000,69
2026-07-26 10:45:00-05:00,09122,56
2026-07-26 10:45:00-05:00,10009,332
2026-07-26 11:00:00-05:00,02300,105
2026-07-26 11:00:00-05:00,03000,102
2026-07-26 11:00:00-05:00,05000,90
2026-07-26 11:00:00-05:00,05100,206
2026-07-26 11:00:00-05:00,06000,208
2026-07-26 11:00:00-05:00,06111,213
2026-07-26 11:00:00-05:00,07105,308
2026-07-26 11:00:00-05:00,07107,261
2026-07-26 11:00:00-05:00,07111,243
2026-07-26 11:00:00-05:00,09000,50
2026-07-26 11:00:00-05:00,09122,65
2026-07-26 11:00:00-05:00,10009,312
2026-07-26 11:15:00-05:00,02300,120
2026-07-26 11:15:00-05:00,03000,94
2026-07-26 11:15:00-05:00,05000,88
2026-07-26 11:15:00-05:00,05100,242
2026-07-26 11:15:00-05:00,06000,226
2026-07-26 11:15:00-05:00,06111,204
2026-07-26 11:15:00-05:00,07105,317
2026-07-26 11:15:00-05:00,07107,303
2026-07-26 11:15:00-05:00,07111,233
2026-07-26 11:15:00-05:00,09000,70
2026-07-26 11:15:00-05:00,09122,51
2026-07-26 11:15:00-05:00,10009,311
2026-07-26 11:30:00-05:00,02300,81
2026-07-26 11:30:00-05:00,03000,89
2026-07-26 11:30:00-05:00,05000,108
2026-07-26 11:30:00-05:00,05100,207
2026-07-26 11:30:00-05:00,06000,232
2026-07-26 11:30:00-05:00,06111,238
2026-07-26 11:30:00-05:00,07105,350
2026-07-26 11:30:00-05:00,07107,279
2026-07-26 11:30:00-05:00,07111,289
2026-07-26 11:30:00-05:00,09000,55
2026-07-26 11:30:00-05:00,09122,69
2026-07-26 11:30:00-05:00,10009,309
2026-07-26 11:45:00-05:00,02300,69
2026-07-26 11:45:00-05:00,03000,96
2026-07-26 11:45:00-05:00,05000,108
2026-07-26 11:45:00-05:00,05100,271
2026-07-26 11:45:00-05:00,06000,189
2026-07-26 11:45:00-05:00,06111,177
2026-07-26 11:45:00-05:00,07105,282
2026-07-26 11:45:00-05:00,07107,331
2026-07-26 11:45:00-05:00,07111,159
2026-07-26 11:45:00-05:00,09000,66
2026-07-26 11:45:00-05:00,09122,48
2026-07-26 11:45:00-05:00,10009,278
2026-07-26 12:00:00-05:00,02300,88
2026-07-26 12:00:00-05:00,03000,73
2026-07-26 12:00:00-05:00,05000,108
2026-07-26 12:00:00-05:00,05100,266
2026-07-26 12:00:00-05:00,06000,207
2026-07-26 12:00:00-05:00,06111,243
2026-07-26 12:00:00-05:00,07105,327
2026-07-26 12:00:00-05:00,07107,315
2026-07-26 12:00:00-05:00,07111,238
2026-07-26 12:00:00-05:00,09000,56
2026-07-26 12:00:00-05:00,09122,82
2026-07-26 12:00:00-05:00,10009,445
2026-07-26 12:15:00-05:00,02300,67
2026-07-26 12:15:00-05:00,03000,74
2026-07-26 12:15:00-05:00,05000,107
2026-07-26 12:15:00-05:00,05100,245
2026-07-26 12:15:00-05:00,06000,242
2026-07-26 12:15:00-05:00,06111,196
2026-07-26 12:15:00-05:00,07105,333
2026-07-26 12:15:00-05:00,07107,417
2026-07-26 12:15:00-05:00,07111,331
2026-07-26 12:15:00-05:00,09000,60
2026-07-26 12:15:00-05:00,09122,52
2026-07-26 12:15:00-05:00,10009,377
2026-07-26 12:30:00-05:00,02300,61
2026-07-26 12:30:00-05:00,03000,86
2026-07-26 12:30:00-05:00,05000,109
2026-07-26 12:30:00-05:00,05100,266
2026-07-26 12:30:00-05:00,06000,210
2026-07-26 12:30:00-05:00,06111,313
2026-07-26 12:30:00-05:00,07105,340
2026-07-26 12:30:00-05:00,07107,262
2026-07-26 12:30:00-05:00,07111,290
2026-07-26 12:30:00-05:00,09000,50
2026-07-26 12:30:00-05:00,09122,40
2026-07-26 12:30:00-05:00,10009,334
2026-07-26 12:45:00-05:00,02300,44
2026-07-26 12:45:00-05:00,03000,82
2026-07-26 12:45:00-05:00,05000,137
2026-07-26 12:45:00-05:00,05100,164
2026-07-26 12:45:00-05:00,06000,163
2026-07-26 12:45:00-05:00,06111,261
2026-07-26 12:45:00-05:00,07105,246
2026-07-26 12:45:00-05:00,07107,348
2026-07-26 12:45:00-05:00,07111,294
2026-07-26 12:45:00-05:00,09000,52
2026-07-26 12:45:00-05:00,09122,50
2026-07-26 12:45:00-05:00,10009,443
2026-07-26 13:00:00-05:00,02300,60
2026-07-26 13:00:00-05:00,03000,69
2026-07-26 13:00:00-05:00,05000,102
2026-07-26 13:00:00-05:00,05100,223
2026-07-26 13:00:00-05:00,06000,205
2026-07-26 13:00:00-05:00,06111,293
2026-07-26 13:00:00-05:00,07105,354
2026-07-26 13:00:00-05:00,07107,257
2026-07-26 13:00:00-05:00,07111,273
2026-07-26 13:00:00-05:00,09000,68
